fecha,numero,signo
16/10/2017,3534,Tauro
15/10/2017,6880,Piscis
14/10/2017,9688,Sagitario
13/10/2017,4709,Escorpion
12/10/2017,5031,Piscis
11/10/2017,1145,Capricornio
10/10/2017,3122,Cancer
09/10/2017,2316,Tauro
08/10/2017,4450,Acuario
07/10/2017,8561,Escorpion
06/10/2017,1176,Virgo
05/10/2017,4051,Cancer
04/10/2017,7468,Piscis
03/10/2017,4145,Escorpion
02/10/2017,3101,Virgo
01/10/2017,2895,Escorpion
30/09/2017,4913,Leo
29/09/2017,3697,Cancer
28/09/2017,997,Virgo
27/09/2017,6104,Libra
26/09/2017,8022,Capricornio
25/09/2017,9628,Geminis
24/09/2017,1172,Tauro
23/09/2017,9325,Sagitario
22/09/2017,7706,Virgo
21/09/2017,5510,Tauro
20/09/2017,8467,Virgo
19/09/2017,426,Capricornio
18/09/2017,6316,Geminis
17/09/2017,3722,Capricornio
16/09/2017,8090,Tauro
15/09/2017,5257,Capricornio
14/09/2017,7943,Tauro
13/09/2017,4353,Sagitario
12/09/2017,5319,Piscis
11/09/2017,5211,Leo
10/09/2017,8107,Piscis
09/09/2017,8844,Virgo
08/09/2017,256,Aries
07/09/2017,4246,Libra
06/09/2017,4199,Cancer
05/09/2017,7763,Tauro
04/09/2017,7955,Cancer
03/09/2017,719,Escorpion
02/09/2017,5419,Tauro
01/09/2017,8986,Acuario
31/08/2017,9052,Acuario
30/08/2017,9081,Tauro
29/08/2017,2226,Escorpion
28/08/2017,3839,Cancer
27/08/2017,24,Sagitario
26/08/2017,3505,Geminis
25/08/2017,6874,Piscis
24/08/2017,9522,Capricornio
23/08/2017,9793,Acuario
22/08/2017,3727,Capricornio
21/08/2017,8913,Acuario
20/08/2017,7695,Acuario
19/08/2017,4195,Acuario
18/08/2017,7460,Acuario
17/08/2017,399,Tauro
16/08/2017,956,Piscis
15/08/2017,9436,Aries
14/08/2017,7237,Libra
13/08/2017,6269,Acuario
12/08/2017,4609,Libra
11/08/2017,4685,Geminis
10/08/2017,4133,Tauro
09/08/2017,4807,Escorpion
08/08/2017,8071,Leo
07/08/2017,1000,Virgo
06/08/2017,8422,Cancer
05/08/2017,6762,Leo
04/08/2017,4605,Tauro
03/08/2017,7377,Geminis
02/08/2017,9133,Capricornio
01/08/2017,5691,Leo
31/07/2017,2427,Cancer
30/07/2017,1718,Piscis
29/07/2017,9911,Acuario
28/07/2017,7543,Escorpion
27/07/2017,5647,Virgo
26/07/2017,7257,Acuario
25/07/2017,9605,Aries
24/07/2017,5736,Sagitario
23/07/2017,8676,Tauro
22/07/2017,2920,Virgo
21/07/2017,2570,Tauro
20/07/2017,6989,Leo
19/07/2017,453,Aries
18/07/2017,6199,Capricornio
17/07/2017,895,Geminis
16/07/2017,7326,Virgo
15/07/2017,2024,Sagitario
14/07/2017,9222,Geminis
13/07/2017,4374,Sagitario
12/07/2017,4993,Geminis
11/07/2017,6435,Tauro
10/07/2017,5596,Tauro
09/07/2017,4451,Leo
08/07/2017,8460,Virgo
07/07/2017,4666,Cancer
06/07/2017,6868,Cancer
05/07/2017,6762,Leo
04/07/2017,840,Piscis
03/07/2017,1383,Geminis
02/07/2017,8969,Leo
01/07/2017,3904,Capricornio
30/06/2017,790,Piscis
29/06/2017,125,Escorpion
28/06/2017,1621,Leo
27/06/2017,5177,Tauro
26/06/2017,780,Virgo
25/06/2017,716,Aries
24/06/2017,7477,Piscis
23/06/2017,9370,Virgo
22/06/2017,9923,Aries
21/06/2017,800,Capricornio
20/06/2017,9112,Aries
19/06/2017,1715,Tauro
18/06/2017,7919,Tauro
17/06/2017,5339,Sagitario
16/06/2017,7522,Tauro
15/06/2017,9612,Acuario
14/06/2017,9999,Tauro
13/06/2017,9555,Capricornio
12/06/2017,6931,Libra
11/06/2017,9861,Piscis
10/06/2017,1901,Capricornio
09/06/2017,4452,Escorpion
08/06/2017,9770,Leo
07/06/2017,5277,Piscis
06/06/2017,431,Geminis
05/06/2017,191,Libra
04/06/2017,5464,Acuario
03/06/2017,9254,Capricornio
02/06/2017,7261,Sagitario
01/06/2017,675,Piscis
31/05/2017,6966,Cancer
30/05/2017,506,Geminis
29/05/2017,8198,Leo
28/05/2017,5801,Geminis
27/05/2017,9055,Libra
26/05/2017,7302,Acuario
25/05/2017,154,Cancer
24/05/2017,4210,Piscis
23/05/2017,8814,Sagitario
22/05/2017,3704,Leo
21/05/2017,2819,Aries
20/05/2017,1214,Escorpion
19/05/2017,915,Aries
18/05/2017,3113,Tauro
17/05/2017,2900,Piscis
16/05/2017,3755,Tauro
15/05/2017,6050,Tauro
14/05/2017,7230,Libra
13/05/2017,4952,Tauro
12/05/2017,419,Leo
11/05/2017,3318,Acuario
10/05/2017,1930,Geminis
09/05/2017,5864,Tauro
08/05/2017,7377,Capricornio
07/05/2017,8550,Cancer
06/05/2017,7874,Leo
05/05/2017,546,Aries
04/05/2017,7950,Tauro
03/05/2017,3391,Aries
02/05/2017,1856,Libra
01/05/2017,5052,Tauro
30/04/2017,2344,Libra
29/04/2017,9059,Sagitario
28/04/2017,6377,Capricornio
27/04/2017,8008,Capricornio
26/04/2017,2301,Cancer
25/04/2017,1956,Geminis
24/04/2017,8325,Acuario
23/04/2017,1062,Geminis
22/04/2017,1743,Aries
21/04/2017,9217,Sagitario
20/04/2017,2881,Leo
19/04/2017,5701,Cancer
18/04/2017,6598,Sagitario
17/04/2017,1646,Virgo
16/04/2017,3973,Cancer
15/04/2017,2559,Capricornio
14/04/2017,5434,Capricornio
13/04/2017,5274,Aries
12/04/2017,8969,Leo
11/04/2017,6593,Piscis
10/04/2017,5513,Acuario
09/04/2017,1552,Libra
08/04/2017,2548,Virgo
07/04/2017,2912,Leo
06/04/2017,355,Aries
05/04/2017,3084,Geminis
04/04/2017,710,Cancer
03/04/2017,2104,Cancer
02/04/2017,2979,Sagitario
01/04/2017,3689,Libra
31/03/2017,1771,Capricornio
30/03/2017,4249,Aries
29/03/2017,7610,Leo
28/03/2017,4033,Geminis
27/03/2017,974,Cancer
26/03/2017,1007,Sagitario
25/03/2017,1216,Libra
24/03/2017,2490,Geminis
23/03/2017,7137,Piscis
22/03/2017,4057,Libra
21/03/2017,9687,Cancer
20/03/2017,1487,Aries
19/03/2017,5920,Geminis
18/03/2017,4399,Capricornio
17/03/2017,9179,Acuario
16/03/2017,650,Geminis
15/03/2017,4430,Cancer
14/03/2017,3107,Sagitario
13/03/2017,2009,Piscis
12/03/2017,2438,Leo
11/03/2017,844,Libra
10/03/2017,6820,Geminis
09/03/2017,7331,Geminis
08/03/2017,4429,Geminis
07/03/2017,7970,Leo
06/03/2017,7502,Aries
05/03/2017,674,Capricornio
04/03/2017,4831,Virgo
03/03/2017,2758,Sagitario
02/03/2017,2297,Acuario
01/03/2017,8784,Aries
28/02/2017,277,Leo
27/02/2017,9607,Sagitario
26/02/2017,1446,Acuario
25/02/2017,2654,Tauro
24/02/2017,5594,Piscis
23/02/2017,5875,Libra
22/02/2017,9701,Acuario
21/02/2017,1223,Sagitario
20/02/2017,4478,Capricornio
19/02/2017,5439,Piscis
18/02/2017,8117,Tauro
17/02/2017,6215,Sagitario
16/02/2017,2192,Aries
15/02/2017,9448,Leo
14/02/2017,6525,Tauro
13/02/2017,6307,Aries
12/02/2017,6628,Virgo
11/02/2017,3816,Capricornio
10/02/2017,6650,Acuario
09/02/2017,378,Escorpion
08/02/2017,7057,Aries
07/02/2017,1774,Tauro
06/02/2017,4063,Capricornio
05/02/2017,7932,Sagitario
04/02/2017,9014,Acuario
03/02/2017,8674,Escorpion
02/02/2017,6188,Libra
01/02/2017,9995,Sagitario
31/01/2017,6830,Capricornio
30/01/2017,2555,Virgo
29/01/2017,6335,Tauro
28/01/2017,3884,Geminis
27/01/2017,9690,Cancer
26/01/2017,7713,Tauro
25/01/2017,7338,Libra
24/01/2017,2331,Libra
23/01/2017,8151,Capricornio
22/01/2017,8247,Virgo
21/01/2017,2882,Libra
20/01/2017,9108,Capricornio
19/01/2017,4572,Leo
18/01/2017,1008,Piscis
17/01/2017,1784,Piscis
16/01/2017,8718,Libra
15/01/2017,4788,Aries
14/01/2017,8861,Aries
13/01/2017,9668,Sagitario
12/01/2017,8428,Virgo
11/01/2017,7177,Libra
10/01/2017,8651,Capricornio
09/01/2017,2125,Libra
08/01/2017,1639,Geminis
07/01/2017,7745,Sagitario
06/01/2017,6840,Capricornio
05/01/2017,197,Cancer
04/01/2017,5004,Escorpion
03/01/2017,9474,Virgo
02/01/2017,5548,Piscis
01/01/2017,126,Capricornio
31/12/2016,4814,Piscis
30/12/2016,8539,Aries
29/12/2016,1377,Piscis
28/12/2016,2034,Aries
27/12/2016,5951,Piscis
26/12/2016,5456,Geminis
25/12/2016,5894,Virgo
24/12/2016,4047,Capricornio
23/12/2016,8615,Acuario
22/12/2016,2955,Capricornio
21/12/2016,1890,Escorpion
20/12/2016,9445,Piscis
19/12/2016,1849,Geminis
18/12/2016,9846,Capricornio
17/12/2016,1068,Virgo
16/12/2016,9816,Libra
15/12/2016,9507,Geminis
14/12/2016,6121,Cancer
13/12/2016,6010,Escorpion
12/12/2016,8567,Cancer
11/12/2016,9098,Sagitario
10/12/2016,4491,Acuario
09/12/2016,1449,Geminis
08/12/2016,1880,Aries
07/12/2016,8724,Acuario
06/12/2016,3425,Capricornio
05/12/2016,4818,Piscis
04/12/2016,3610,Leo
03/12/2016,5375,Aries
02/12/2016,916,Tauro
01/12/2016,303,Libra
30/11/2016,1889,Geminis
29/11/2016,1780,Virgo
28/11/2016,6619,Sagitario
27/11/2016,106,Piscis
26/11/2016,6702,Tauro
25/11/2016,795,Leo
24/11/2016,8863,Leo
23/11/2016,5386,Sagitario
22/11/2016,9941,Tauro
21/11/2016,7512,Tauro
20/11/2016,539,Escorpion
19/11/2016,4038,Acuario
18/11/2016,6232,Libra
17/11/2016,760,Tauro
16/11/2016,5930,Tauro
15/11/2016,3076,Geminis
14/11/2016,9444,Piscis
13/11/2016,6546,Escorpion
12/11/2016,5762,Tauro
11/11/2016,4156,Virgo
10/11/2016,1836,Leo
09/11/2016,7982,Acuario
08/11/2016,542,Aries
07/11/2016,3655,Cancer
06/11/2016,2532,Aries
05/11/2016,5989,Libra
04/11/2016,9052,Aries
03/11/2016,9035,Piscis
02/11/2016,7120,Acuario
01/11/2016,7948,Libra
31/10/2016,5433,Piscis
30/10/2016,4480,Sagitario
29/10/2016,8202,Tauro
28/10/2016,2982,Leo
27/10/2016,3782,Geminis
26/10/2016,9896,Virgo
25/10/2016,115,Tauro
24/10/2016,6698,Piscis
23/10/2016,9424,Tauro
22/10/2016,9351,Libra
21/10/2016,3890,Leo
20/10/2016,4952,Escorpion
19/10/2016,8830,Escorpion
18/10/2016,1167,Tauro
17/10/2016,3783,Geminis
16/10/2016,2282,Sagitario
15/10/2016,8967,Leo
14/10/2016,2017,Leo
13/10/2016,1956,Libra
12/10/2016,5685,Geminis
11/10/2016,8835,Libra
10/10/2016,9482,Leo
09/10/2016,9960,Virgo
08/10/2016,4592,Piscis
07/10/2016,3752,Capricornio
06/10/2016,5938,Geminis
05/10/2016,2540,Aries
04/10/2016,1929,Piscis
03/10/2016,8579,Escorpion
02/10/2016,2582,Acuario
01/10/2016,6014,Leo
30/09/2016,1359,Piscis
29/09/2016,4508,Escorpion
28/09/2016,646,Aries
27/09/2016,6452,Sagitario
26/09/2016,2228,Acuario
25/09/2016,4503,Escorpion
24/09/2016,7664,Aries
23/09/2016,1134,Cancer
22/09/2016,9568,Acuario
21/09/2016,1680,Piscis
20/09/2016,5707,Sagitario
19/09/2016,2116,Cancer
18/09/2016,8594,Acuario
17/09/2016,2807,Escorpion
16/09/2016,7219,Piscis
15/09/2016,8343,Virgo
14/09/2016,6416,Piscis
13/09/2016,4861,Cancer
12/09/2016,1515,Libra
11/09/2016,7771,Cancer
10/09/2016,9097,Acuario
09/09/2016,6780,Acuario
08/09/2016,5927,Piscis
07/09/2016,3474,Capricornio
06/09/2016,5116,Leo
05/09/2016,35,Virgo
04/09/2016,6399,Sagitario
03/09/2016,8532,Virgo
02/09/2016,2238,Aries
01/09/2016,433,Acuario
31/08/2016,1069,Sagitario
30/08/2016,6849,Acuario
29/08/2016,8533,Escorpion
28/08/2016,1503,Cancer
27/08/2016,7344,Geminis
26/08/2016,9032,Cancer
25/08/2016,6760,Tauro
24/08/2016,4989,Geminis
23/08/2016,8447,Piscis
22/08/2016,663,Geminis
21/08/2016,5491,Piscis
20/08/2016,7936,Escorpion
19/08/2016,3923,Virgo
18/08/2016,4207,Aries
17/08/2016,5928,Piscis
16/08/2016,8658,Acuario
15/08/2016,9556,Tauro
14/08/2016,5303,Sagitario
13/08/2016,9973,Geminis
12/08/2016,3753,Libra
11/08/2016,6023,Leo
10/08/2016,4625,Piscis
09/08/2016,3089,Sagitario
08/08/2016,4302,Tauro
07/08/2016,1824,Capricornio
06/08/2016,6419,Leo
05/08/2016,4457,Piscis
04/08/2016,7872,Piscis
03/08/2016,2582,Leo
02/08/2016,3738,Leo
01/08/2016,7515,Capricornio
31/07/2016,1532,Escorpion
30/07/2016,9880,Escorpion
29/07/2016,8728,Piscis
28/07/2016,4209,Piscis
27/07/2016,277,Tauro
26/07/2016,2085,Virgo
25/07/2016,8728,Libra
24/07/2016,7338,Aries
23/07/2016,6683,Sagitario
22/07/2016,3675,Capricornio
21/07/2016,1410,Piscis
20/07/2016,5559,Libra
19/07/2016,481,Leo
18/07/2016,5912,Virgo
17/07/2016,812,Capricornio
16/07/2016,4170,Escorpion
15/07/2016,9083,Leo
14/07/2016,8985,Virgo
13/07/2016,9622,Leo
12/07/2016,5715,Aries
11/07/2016,4843,Libra
10/07/2016,3032,Tauro
09/07/2016,4172,Sagitario
08/07/2016,3336,Tauro
07/07/2016,4452,Capricornio
06/07/2016,3724,Geminis
05/07/2016,8917,Aries
04/07/2016,1369,Sagitario
03/07/2016,2962,Geminis
02/07/2016,7407,Aries
01/07/2016,9661,Cancer
30/06/2016,5424,Capricornio
29/06/2016,323,Piscis
28/06/2016,4869,Geminis
27/06/2016,7235,Libra
26/06/2016,470,Acuario
25/06/2016,8095,Aries
24/06/2016,2426,Cancer
23/06/2016,1643,Leo
22/06/2016,3675,Capricornio
21/06/2016,447,Aries
20/06/2016,3670,Virgo
19/06/2016,696,Leo
18/06/2016,7389,Geminis
17/06/2016,2175,Virgo
16/06/2016,8175,Sagitario
15/06/2016,6011,Tauro
14/06/2016,4857,Capricornio
13/06/2016,7173,Piscis
12/06/2016,9175,Aries
11/06/2016,2492,Leo
10/06/2016,4305,Acuario
09/06/2016,5541,Leo
08/06/2016,8163,Geminis
07/06/2016,9705,Geminis
06/06/2016,2705,Piscis
05/06/2016,3529,Cancer
04/06/2016,6190,Piscis
03/06/2016,109,Escorpion
02/06/2016,4282,Tauro
01/06/2016,7226,Sagitario
31/05/2016,1407,Geminis
30/05/2016,2684,Acuario
29/05/2016,4990,Geminis
28/05/2016,2844,Leo
27/05/2016,2767,Escorpion
26/05/2016,1769,Capricornio
25/05/2016,7464,Acuario
24/05/2016,9034,Geminis
23/05/2016,6026,Virgo
22/05/2016,4475,Aries
21/05/2016,495,Piscis
20/05/2016,642,Geminis
19/05/2016,2084,Escorpion
18/05/2016,9342,Libra
17/05/2016,4543,Tauro
16/05/2016,1807,Tauro
15/05/2016,9000,Leo
14/05/2016,5923,Capricornio
13/05/2016,8301,Sagitario
12/05/2016,8271,Tauro
11/05/2016,2542,Aries
10/05/2016,2542,Aries
09/05/2016,5023,Escorpion
08/05/2016,7250,Acuario
07/05/2016,7136,Sagitario
06/05/2016,2651,Cancer
05/05/2016,796,Piscis
04/05/2016,8795,Tauro
03/05/2016,503,Escorpion
02/05/2016,9913,Virgo
01/05/2016,737,Aries
30/04/2016,1336,Capricornio
29/04/2016,6748,Geminis
28/04/2016,2464,Aries
27/04/2016,5122,Piscis
26/04/2016,6601,Escorpion
25/04/2016,5641,Aries
24/04/2016,2359,Cancer
23/04/2016,3448,Leo
22/04/2016,6451,Sagitario
21/04/2016,5224,Leo
20/04/2016,4085,Cancer
19/04/2016,8832,Libra
18/04/2016,9954,Acuario
17/04/2016,8307,Escorpion
16/04/2016,6604,Virgo
15/04/2016,3680,Sagitario
14/04/2016,3428,Tauro
13/04/2016,4770,Acuario
12/04/2016,2286,Escorpion
11/04/2016,6131,Escorpion
10/04/2016,2845,Leo
09/04/2016,2229,Cancer
08/04/2016,1690,Escorpion
07/04/2016,5874,Capricornio
06/04/2016,9596,Geminis
05/04/2016,9195,Piscis
04/04/2016,6732,Leo
03/04/2016,9951,Virgo
02/04/2016,7071,Escorpion
01/04/2016,5242,Geminis
31/03/2016,1755,Tauro
30/03/2016,2612,Escorpion
29/03/2016,2502,Leo
28/03/2016,3026,Virgo
27/03/2016,5212,Acuario
26/03/2016,2921,Piscis
24/03/2016,3797,Virgo
23/03/2016,1125,Piscis
22/03/2016,1161,Piscis
21/03/2016,2433,Tauro
20/03/2016,6669,Sagitario
19/03/2016,3394,Acuario
18/03/2016,4765,Escorpion
17/03/2016,5939,Acuario
16/03/2016,5855,Virgo
15/03/2016,5520,Acuario
14/03/2016,7760,Cancer
13/03/2016,3179,Leo
12/03/2016,2813,Libra
11/03/2016,9167,Geminis
10/03/2016,4763,Virgo
09/03/2016,7767,Cancer
08/03/2016,9496,Aries
07/03/2016,7599,Aries
06/03/2016,2684,Escorpion
05/03/2016,1627,Escorpion
04/03/2016,7502,Leo
03/03/2016,8148,Leo
02/03/2016,7182,Sagitario
01/03/2016,3360,Piscis
29/02/2016,2223,Libra
28/02/2016,3601,Tauro
27/02/2016,7370,Leo
26/02/2016,8961,Cancer
25/02/2016,1228,Leo
24/02/2016,350,Libra
23/02/2016,9612,Piscis
22/02/2016,1572,Capricornio
21/02/2016,5841,Acuario
20/02/2016,5256,Piscis
19/02/2016,4182,Aries
18/02/2016,4182,Aries
17/02/2016,1059,Tauro
16/02/2016,7836,Escorpion
15/02/2016,535,Sagitario
14/02/2016,3714,Leo
13/02/2016,4838,Capricornio
12/02/2016,3688,Escorpion
11/02/2016,9968,Piscis
10/02/2016,9285,Virgo
09/02/2016,8655,Acuario
08/02/2016,4419,Cancer
07/02/2016,294,Geminis
06/02/2016,1119,Virgo
05/02/2016,9615,Libra
04/02/2016,4506,Virgo
03/02/2016,2311,Acuario
02/02/2016,4951,Tauro
01/02/2016,6472,Leo
31/01/2016,6116,Aries
30/01/2016,3640,Geminis
29/01/2016,208,Geminis
28/01/2016,6417,Cancer
27/01/2016,7743,Libra
26/01/2016,5696,Libra
25/01/2016,5693,Leo
24/01/2016,4495,Piscis
23/01/2016,9770,Virgo
22/01/2016,4808,Libra
21/01/2016,5167,Leo
20/01/2016,2714,Tauro
19/01/2016,5085,Aries
18/01/2016,1289,Tauro
17/01/2016,6414,Virgo
16/01/2016,6435,Cancer
15/01/2016,5646,Geminis
14/01/2016,2150,Capricornio
13/01/2016,9423,Leo
12/01/2016,3017,Tauro
11/01/2016,8792,Aries
10/01/2016,1637,Acuario
09/01/2016,8149,Aries
08/01/2016,3788,Piscis
07/01/2016,5594,Aries
06/01/2016,804,Cancer
05/01/2016,7240,Sagitario
04/01/2016,1215,Cancer
03/01/2016,4933,Leo
02/01/2016,2287,Tauro
31/12/2015,7082,Leo
30/12/2015,6609,Libra
29/12/2015,9925,Piscis
28/12/2015,4086,Leo
27/12/2015,524,Aries
26/12/2015,9778,Leo
25/12/2015,9372,Capricornio
24/12/2015,6608,Libra
23/12/2015,443,Escorpion
22/12/2015,261,Leo
21/12/2015,9687,Geminis
20/12/2015,7600,Virgo
19/12/2015,6102,Tauro
18/12/2015,7902,Virgo
17/12/2015,9619,Sagitario
16/12/2015,7968,Escorpion
15/12/2015,5075,Capricornio
14/12/2015,6279,Acuario
13/12/2015,2086,Virgo
12/12/2015,3713,Tauro
11/12/2015,9360,Virgo
10/12/2015,5199,Capricornio
09/12/2015,8050,Acuario
08/12/2015,4519,Escorpion
07/12/2015,3397,Geminis
06/12/2015,2537,Escorpion
05/12/2015,2336,Aries
04/12/2015,2143,Sagitario
03/12/2015,6834,Virgo
02/12/2015,338,Leo
01/12/2015,5972,Piscis
30/11/2015,9321,Sagitario
29/11/2015,9867,Escorpion
28/11/2015,851,Virgo
27/11/2015,9285,Virgo
26/11/2015,3170,Escorpion
25/11/2015,4481,Capricornio
24/11/2015,9644,Virgo
23/11/2015,1509,Piscis
22/11/2015,3891,Capricornio
21/11/2015,1350,Tauro
20/11/2015,8983,Leo
19/11/2015,7329,Escorpion
18/11/2015,9155,Sagitario
17/11/2015,9024,Acuario
16/11/2015,8861,Capricornio
15/11/2015,4445,Capricornio
14/11/2015,4418,Tauro
13/11/2015,9280,Capricornio
12/11/2015,4511,Aries
11/11/2015,2139,Tauro
10/11/2015,935,Virgo
09/11/2015,2651,Libra
08/11/2015,3974,Acuario
07/11/2015,5974,Piscis
06/11/2015,7497,Leo
05/11/2015,9559,Virgo
04/11/2015,7649,Piscis
03/11/2015,2763,Aries
02/11/2015,3904,Cancer
01/11/2015,2985,Virgo
31/10/2015,1201,Geminis
30/10/2015,2538,Piscis
29/10/2015,4687,Escorpion
28/10/2015,3682,Piscis
27/10/2015,321,Virgo
26/10/2015,8245,Aries
25/10/2015,2924,Sagitario
24/10/2015,793,Piscis
23/10/2015,5281,Cancer
22/10/2015,4914,Tauro
21/10/2015,1674,Piscis
20/10/2015,5158,Escorpion
19/10/2015,6012,Cancer
18/10/2015,9321,Geminis
17/10/2015,7320,Cancer
16/10/2015,4062,Geminis
15/10/2015,8940,Sagitario
14/10/2015,8827,Sagitario
13/10/2015,5045,Libra
12/10/2015,1631,Aries
11/10/2015,9820,Tauro
10/10/2015,3113,Sagitario
09/10/2015,826,Escorpion
08/10/2015,6,Geminis
07/10/2015,7818,Leo
06/10/2015,4887,Geminis
05/10/2015,3004,Leo
04/10/2015,3313,Leo
03/10/2015,5511,Sagitario
02/10/2015,590,Tauro
01/10/2015,4177,Virgo
30/09/2015,5020,Geminis
29/09/2015,2234,Sagitario
28/09/2015,9500,Sagitario
27/09/2015,9746,Escorpion
26/09/2015,6737,Piscis
25/09/2015,8853,Acuario
24/09/2015,7659,Tauro
23/09/2015,1011,Libra
22/09/2015,6603,Libra
21/09/2015,5870,Geminis
20/09/2015,8151,Libra
19/09/2015,8146,Cancer
18/09/2015,1425,Sagitario
17/09/2015,5323,Piscis
16/09/2015,1018,Capricornio
15/09/2015,5004,Libra
14/09/2015,4412,Escorpion
13/09/2015,852,Leo
12/09/2015,7273,Piscis
11/09/2015,8097,Acuario
10/09/2015,9247,Virgo
09/09/2015,5256,Aries
08/09/2015,4918,Virgo
07/09/2015,2029,Geminis
06/09/2015,1410,Capricornio
05/09/2015,5681,Sagitario
04/09/2015,6944,Geminis
03/09/2015,7460,Sagitario
02/09/2015,2032,Cancer
01/09/2015,1480,Cancer
31/08/2015,9817,Virgo
30/08/2015,6582,Capricornio
29/08/2015,8663,Tauro
28/08/2015,8433,Libra
27/08/2015,9332,Virgo
26/08/2015,435,Geminis
25/08/2015,1316,Capricornio
24/08/2015,400,Leo
23/08/2015,7537,Sagitario
22/08/2015,4570,Capricornio
21/08/2015,2604,Aries
20/08/2015,803,Virgo
19/08/2015,2050,Aries
18/08/2015,5557,Geminis
17/08/2015,2020,Acuario
16/08/2015,7251,Virgo
15/08/2015,6965,Cancer
14/08/2015,9702,Libra
13/08/2015,6821,Leo
12/08/2015,1062,Leo
11/08/2015,2177,Aries
10/08/2015,9487,Piscis
09/08/2015,653,Tauro
08/08/2015,5546,Capricornio
07/08/2015,7435,Geminis
06/08/2015,2079,Geminis
05/08/2015,3143,Escorpion
04/08/2015,5335,Virgo
03/08/2015,8760,Sagitario
02/08/2015,9167,Libra
01/08/2015,3528,Geminis
31/07/2015,9652,Aries
30/07/2015,8944,Piscis
29/07/2015,8195,Sagitario
28/07/2015,2953,Cancer
27/07/2015,4735,Cancer
26/07/2015,6442,Piscis
25/07/2015,1049,Tauro
24/07/2015,1815,Cancer
23/07/2015,4734,Geminis
22/07/2015,4781,Escorpion
21/07/2015,4177,Piscis
20/07/2015,5945,Geminis
19/07/2015,8454,Sagitario
18/07/2015,6466,Tauro
17/07/2015,523,Leo
16/07/2015,3257,Geminis
15/07/2015,4407,Sagitario
14/07/2015,7829,Sagitario
13/07/2015,1071,Virgo
12/07/2015,5984,Escorpion
11/07/2015,9009,Tauro
10/07/2015,785,Sagitario
09/07/2015,9581,Escorpion
08/07/2015,8712,Virgo
07/07/2015,5747,Cancer
06/07/2015,2354,Piscis
05/07/2015,9410,Tauro
04/07/2015,6705,Geminis
03/07/2015,7286,Tauro
02/07/2015,5893,Virgo
01/07/2015,5442,Sagitario
30/06/2015,3701,Aries
29/06/2015,7444,Aries
28/06/2015,457,Aries
27/06/2015,5645,Piscis
26/06/2015,6692,Virgo
25/06/2015,956,Leo
24/06/2015,815,Escorpion
23/06/2015,8229,Geminis
22/06/2015,1008,Aries
21/06/2015,8117,Piscis
20/06/2015,4858,Sagitario
19/06/2015,2801,Aries
18/06/2015,3857,Tauro
17/06/2015,2708,Piscis
16/06/2015,259,Capricornio
15/06/2015,6042,Escorpion
14/06/2015,5181,Tauro
13/06/2015,6821,Leo
12/06/2015,7018,Aries
11/06/2015,5231,Virgo
10/06/2015,6555,Capricornio
09/06/2015,3169,Geminis
08/06/2015,2731,Geminis
07/06/2015,6790,Cancer
06/06/2015,7836,Capricornio
05/06/2015,7736,Cancer
04/06/2015,4344,Acuario
03/06/2015,2892,Escorpion
02/06/2015,1526,Acuario
01/06/2015,1371,Piscis
31/05/2015,5877,Leo
30/05/2015,6901,Escorpion
29/05/2015,6225,Aries
28/05/2015,4179,Virgo
27/05/2015,6539,Sagitario
26/05/2015,2039,Virgo
25/05/2015,6371,Acuario
24/05/2015,7382,Escorpion
23/05/2015,8309,Leo
22/05/2015,8260,Acuario
21/05/2015,7236,Leo
20/05/2015,2035,Tauro
19/05/2015,3624,Cancer
18/05/2015,9247,Cancer
17/05/2015,2071,Aries
16/05/2015,237,Aries
15/05/2015,8342,Acuario
14/05/2015,9650,Capricornio
13/05/2015,7859,Acuario
12/05/2015,8371,Escorpion
11/05/2015,9760,Piscis
10/05/2015,5926,Cancer
09/05/2015,3641,Escorpion
08/05/2015,179,Virgo
07/05/2015,1145,Libra
06/05/2015,7790,Tauro
05/05/2015,3947,Virgo
04/05/2015,7167,Aries
03/05/2015,8380,Geminis
02/05/2015,1293,Aries
01/05/2015,8288,Piscis
30/04/2015,2356,Tauro
29/04/2015,7966,Virgo
28/04/2015,8502,Aries
27/04/2015,4111,Leo
26/04/2015,7250,Libra
25/04/2015,7711,Cancer
24/04/2015,4012,Acuario
23/04/2015,5668,Geminis
22/04/2015,2644,Geminis
21/04/2015,9238,Aries
20/04/2015,3065,Geminis
19/04/2015,3971,Aries
18/04/2015,6024,Geminis
17/04/2015,1344,Acuario
16/04/2015,9643,Escorpion
15/04/2015,3058,Leo
14/04/2015,8320,Tauro
13/04/2015,1483,Capricornio
12/04/2015,2862,Libra
11/04/2015,294,Capricornio
10/04/2015,2439,Geminis
09/04/2015,2576,Acuario
08/04/2015,7971,Capricornio
07/04/2015,6392,Piscis
06/04/2015,236,Geminis
05/04/2015,7711,Cancer
04/04/2015,1068,Aries
02/04/2015,3327,Leo
01/04/2015,6579,Tauro
31/03/2015,1397,Libra
30/03/2015,6475,Sagitario
29/03/2015,257,Escorpion
28/03/2015,3468,Aries
27/03/2015,6828,Sagitario
26/03/2015,5574,Aries
25/03/2015,2844,Cancer
24/03/2015,6090,Escorpion
23/03/2015,2709,Cancer
22/03/2015,122,Virgo
21/03/2015,4811,Cancer
20/03/2015,5269,Capricornio
